                      1409570403 540456660d0cee7038de447e 3023486 1964361 18 "Gargi Roy" https://www.zomato.com/users/gargi-roy-3023486 "Had been here a year ago for a b'day treat and went back again this year. Nice location and ambience especially the terrace. Food is good, drinks are great. Nice place to just, sit,sip and chill with friends without spending much money. Last time, I had a chicken lasagne which was decent enough and a few cocktails( tequila sunrise, LIIT and 1 more which i dont remember) and they were all good. This time, we ordered 18 beers(3 combos of 6), 1 chak de phatte cocktail, 1 cosmopolitan, masala peanuts and chilli paneer. Everything works well with drinks! This time I just fell more in love with this place! Will visit again asap!" 304296 "2014-08-05 22:11:57" 26 "Very Good" https://www.zomato.com/review/pvYwmN 1 1407256917.0
                      1409570403 540456670d0cee7038de447f 3065489 1115051 10 "Rohan Arora" https://www.zomato.com/users/rohan-arora-3065489 "With a very shady entrance and nice captions written on the wall you start to wonder how this place will turn out to be :)and when u order food and drinks you will eventually start liking the place given this isnt a place with great ambiance but still you will like the crowd that comes to this place.Food - 4/5 (yes i even tried the main course)Drinks - 4/5Price /Value for money - 4.5/5Service - 4/5Ambiance - 3.5/5Looking forward to visit it again :)" 304296 "2014-08-02 12:14:30" 4 "Very Good" https://www.zomato.com/review/AGdoR 2 1406961870.0
                      1409570403 540456670d0cee7038de4480 111187 1051884 81 "Mayank Nagori" https://www.zomato.com/Iammaynk "Value for money and great music. Totally reminds me if the Bangalore live music bars ." 304296 "2014-07-30 00:22:49" 12 Good https://www.zomato.com/review/mAdxA 2 1406659969.0
                      1409570403 540456670d0cee7038de4481 3204588 1051770 4 "Utkarsh Agarwal" https://www.zomato.com/users/utkarsh-agarwal-3204588 "A awsum placw to hangout with friends..with the best choice of music..a minor drop out is dat most of the time good brand alcohol is not available..last time i visited i cant even get rhe strong one in any brand :(" 304296 "2014-07-29 23:52:32" 3 Excellent https://www.zomato.com/review/GeRaK 1 1406658152.0
                      1409570403 540456670d0cee7038de4482 149070 1018502 6 "Vaibhav Sawhney" https://www.zomato.com/users/vaibhav-sawhney-149070 "Went to the place today. All tables were full except one or two. We asked the manager to get us seated.. to which he replied ""First you order sir, it will take at least one hour for a table to be available"".'How are we supposed to order/eat anything while standing?'To which the dude replied ""Sir aur boht saare restaurants hain yahan par.. aap kahin aur chale jaiye""Damn :D :DI don't understand why the owner would employ arrogant retarded douchebags as managers. I mean seriously.. the F_k. Who trains them?*Blacklisted*" 304296 "2014-07-19 00:20:57" 10 Poor https://www.zomato.com/review/GRzAy 1 1405709457.0
                      1409570403 540456670d0cee7038de4483 2043872 1003017 17 "Apoorv Shankar" https://www.zomato.com/users/apoorv-shankar-2043872 "Nice place for booze, good music, great bar. And vodka martini is so good here!!" 304296 "2014-07-13 04:36:49" 7 Excellent https://www.zomato.com/review/AyBLB 1 1405206409.0
                      1409570403 540456670d0cee7038de4484 435188 993854 46 ReviewMaster https://www.zomato.com/users/reviewmaster-435188 "Nice place with economical food not just like other overprized neighbouring restaurants at hauz khad.. Good music which will always keep you jumping on your chair.. Open area was bit overcrowded may be because they don't have any separate smoking place...rest everything was well managed..the food, the service, drinks, music , ambi.." 304296 "2014-07-09 20:02:48" 9 Excellent https://www.zomato.com/review/LypyN 1 1404916368.0
                      1409570403 540456670d0cee7038de4485 807711 991395 20 "Mohtasham Hussain" https://www.zomato.com/users/mohtasham-hussain-807711 "Ambience awesomeCrowd awesomeMusic only EDM :(Overall must visit place if visiting first time..." 304296 "2014-07-08 18:00:43" 4 Good https://www.zomato.com/review/pXOzp 1 1404822643.0
                      1409570403 540456670d0cee7038de4486 264053 973434 77 "Ravi Jain" https://www.zomato.com/users/ravi-jain-264053 "I have only been to hauzkhs village like ten or twelve times most of those i just wanted to sit around the fort and have a private time with my some one spl . But everynow and then i also visit this place along with friends . This was the second time this weekend i was with six of my friends we had no plans untill the afternoon i just picked upa friend and wanted to drive really far and have fun . Two of them said they were not well and one had office i still heard nothing and stuffed them all and drove .All five of us left rohini around 5 and two met us right there , it was no one's bday or party so all wanted to go to cheap place and just drink or eat . Unfortunately there was this Jagganath Yatra so all the entrances were closed to HAUZ KHAS VILL, we parked around the govt school and went straight for the bar . The place was empty i mean apart from a couple tables which was so different from what we expected . We took an entry table and ordered two pitchers...read more" 304296 "2014-07-01 17:50:17" 67  https://www.zomato.com/review/MpKAP  1404217217.0
                      1409570403 540456670d0cee7038de4487 3000232 961602 1 "Ankit Saini" https://www.zomato.com/users/ankit-saini-3000232 "Rip-roaring aura specially at festivals nd holidays eve but the problem which lingers is space.All in all a good place to have ur first glass of drink.For veggies perfect blend would be a glass of LIIT with veg pasta." 304296 "2014-06-28 02:32:59" 5 "Very Good" https://www.zomato.com/review/GlpaK 1 1403902979.0
                      1409570403 540456670d0cee7038de4488 526287 954008 6 "Danny Jacob" https://www.zomato.com/users/danny-jacob-526287 "Great Place to catch up with friends....food is incredible (try the Shish Taouk, Chilly chicken)....Alcohol is super duper kool both price and taste...Service is a bit slow and Music too is pretty good. Overall a light on pocket, high on value and super high on Fun place...Highly recommended!!!" 304296 "2014-06-26 17:10:50" 2 Excellent https://www.zomato.com/review/apllA 1 1403782850.0
                      1409570403 540456670d0cee7038de4489 1589445 947326 22 "Ratima Grover" https://www.zomato.com/The_food_people "It's refreshing to go to a place that doesn't cost me my left arm to have drinks at.. My Bar prices their menu fairly, the staff is polite, though a little distracted.. The food was decent too.. Over all not a bad place for a few drinks... Just carry a portable fan in your purse because their air con is practically dead.." 304296 "2014-06-25 01:52:01" 15 Average https://www.zomato.com/review/wlXEd 1 1403641321.0
                      1409570403 540456670d0cee7038de448a 2954850 943108 1 "Robin Verma" https://www.zomato.com/users/robin-verma-2954850 "To summarise, this is a total bullXXXX place, and there is no reason for me to visit this place again.I tried to post a reply earlier on Zomato for this, but I was shocked to see my review removed from Zomato. Lets hope they don't do it this time, and let awareness prevail.Describing my visit to this place in a few words:1. Courtesy: Pathetic. The people employed there seems are goons, and not educated employees. To quote an example, they took more than 30 minutes(literally) for every order we placed. And when I reached the counter to enquire, and to carry the order (nothing but a few bottles of beer, which shouldn't need any preparation !!!! ), the sardarji at the counter said - Sir, I am not liking you tone!!!! WTF...Instead of taking care of the order, he replied with this bullXXXX!2. Service : Horrible! As I mentioned below, you are yourself responsible for making sure that you get what you have ordered. In a way, find some one to order, then track...read more" 304296 "2014-06-24 11:30:42" 1  https://www.zomato.com/review/advnr 2 1403589642.0
                      1409570403 540456670d0cee7038de448b 188460 942168 29 "Ashutosh Agarwal" https://www.zomato.com/users/ashutosh-agarwal-188460 "Blame my poor vocab but PATHETIC is the only word that's coming to mind to describe this place. I have been to My Bar at CP a few times and have been fairly satisfied with the experience. Therefore, I took some friends of mine, who were visiting me, at this outlet for some cheap booze since HKV is nearer to my place. But what a HORRENDOUS experience it was!!We got the hint within the first 2 minutes. On being asked whether we would like to be seated inside or outside, we chose the outside seating but we had barely sunk in the seats when an extremely impolite waiter asked us to move in since ""outside seating was only meant to be occupied once the inside was completely filled"". Though quite annoyed at the unusual behavior and logic, we moved in and I kid you not, this place has virtually no air-conditioning. But the nightmare had just started.Even the limited variety of beer on the menu was not available. Fosters - No Sir, Kingfisher Strong - No sir, Miller -...read more" 304296 "2014-06-24 01:03:07" 4  https://www.zomato.com/review/MbxmO 1 1403551987.0
                      1409570403 540456670d0cee7038de448c 434468 935984 21 "Bhavye Goel" https://www.zomato.com/users/bhavye-goel-434468 "Loved everything here....be it food or the ambience or drinks and the karaoke night! Its so good.....must try are their pizzas and chinese appetizers. I dint like the pastas though. The whole atmosphere here is too good. Place is total value for money....specially in a place like HKV." 304296 "2014-06-22 22:25:59" 4 Excellent https://www.zomato.com/review/mpeQg 1 1403456159.0
                      1409570403 540456670d0cee7038de448d 2898648 922514 1 "Bijender Kumar" https://www.zomato.com/users/bijender-kumar-2898648 "My Bar Grill in Hauz Khas village is very bad place. It is my first &amp; last experience with the bar. People and their service really bad. I just share my experience so that other people can aware of such cheater &amp; fraud people. Yesterday my company organised a party there. First their seat were not comfortable but it is not a big issue then horrible things were that their Air Condition were not working. we requested them for alternate arrangement but people are really rude even they were not bother to listen you. My main point here they cheated us by making a fraud bills. They added extra order in final bills and when we requested to them show the order slips then they show us slips which were not signed by us and said no these order were placed one of your table. Can you imagine that 4 people can drink 50 large Jack Daniel whisky. Other thing that after that their manager were not listening us. But finally we paid bill, we had no options.  We calculated our...read more" 304296 "2014-06-20 10:17:11" 1  https://www.zomato.com/review/ODQaq 4 1403239631.0
                      1409570403 540456670d0cee7038de448e 2898576 922460 0 "Nitin Chand" https://www.zomato.com/users/nitin-chand-2898576 "Last night we went there and the service was as poor as  worst , the waiters were taking 30-40 mins to serve you your order.At last  these people plays scam very well. If you have ordered something for 1500-2000Rs range they will charge you 1000-2000 more anyhow including items you never ordered.Behaviour of the waiters is pathetic they are just there to keep an eye on girls . That's it.My bar grill strategy is to host u in a good way for the first time and when u go in there for the second time they will take advantage of your faith u have for them and will scam u down completely.Just don't opt for My Bar Grill." 304296 "2014-06-20 09:54:18" 1 Poor https://www.zomato.com/review/wpwZg  1403238258.0
                      1409570403 540456670d0cee7038de448f 321785 921004 32 "Ujjwal Garg" https://www.zomato.com/users/ujjwal-garg-321785 "A place to be with friends eat drink sing and dance a fabulous place to hang out with your friends." 304296 "2014-06-19 22:03:42" 8 "Very Good" https://www.zomato.com/review/gvrGp 1 1403195622.0
                      1409570403 540456670d0cee7038de4490 1514695 916016 41 "Shashank Saxena" https://www.zomato.com/iLiveForFood "Music is good, crowd is amazing, i visited with some friends for a good chill, had an amazing experience. Staff is friendly and cooperative, rates are competitive.Ambience - 5/10Food - 6/10Presentation - 5/10Quality - 7/10Staff - 8/10Worth - 6/10" 304296 "2014-06-18 20:29:05" 32 Good https://www.zomato.com/review/mpKEQ 1 1403103545.0
                      1409570403 540456670d0cee7038de4491 1867772 915506 7 "Deepankar Jha" https://www.zomato.com/users/deepankar-jha-1867772 "Good place to hang out with friends. Reasonable price and good taste. They should just try and improve their service. Waiters there don't actually listen to you!" 304296 "2014-06-18 18:19:04" 2 Good https://www.zomato.com/review/npdeQ 1 1403095744.0
                      1409570403 540456670d0cee7038de4492 875685 897448 21 "Jindal Charu" https://www.zomato.com/users/jindal-charu-875685 "Cheap rates..good interiors..usually packed.. You can expect being in queue for a seat !" 304296 "2014-06-15 03:21:16" 17 "Very Good" https://www.zomato.com/review/OkmNo 1 1402782676.0
                      1409570403 540456670d0cee7038de4493 139279 892526 87 "Kali Walia" https://www.zomato.com/kaliwalia "My Bar is a delight for a young heart experimenting with hard drinks and hookah. It is pocket friendly and thus attracts college students the most. I love the karaokes held here every Wednesday night. The food here isn't as bad as some of the reviews state. But the north Indian menu is a safer choice than the rest. Cheap food and drinks - happy high always!" 304296 "2014-06-14 02:17:20" 23 Good https://www.zomato.com/review/walvP 6 1402692440.0
                      1409570403 540456670d0cee7038de4494 2585294 881756 31 "Abinav Anuroop" https://www.zomato.com/abinav21 "Another good place with reasonable price. Food is also tasty." 304296 "2014-06-11 17:10:34" 10 Good https://www.zomato.com/review/xdDPq 1 1402486834.0
                      1409570403 540456670d0cee7038de4495 2704592 880212 0 Sunny https://www.zomato.com/users/sunny-2704592 "Cool place to hangout with your beloved ones. Nice cool Ambience. Drinks are economic. Had a very good experience. keep up the good work. Good Luck" 304296 "2014-06-11 11:02:07" 1 "Very Good" https://www.zomato.com/review/kQEeB 1 1402464727.0
                      1409570403 540456670d0cee7038de4496 612214 878004 58 "Pallavi Gaur" https://www.zomato.com/pallavigaur "BEST RATE's ever for decent choice of alcohol, but you need to compromise a little on food. Though they serve well cooked but doesn't do justice to the taste bud and how does it matters if you can get drunk decently. All together a best hangout place with friends, you can go gaga with the music and later after paying your bill." 304296 "2014-06-10 19:39:16" 12 "Very Good" https://www.zomato.com/review/gQDXQ 2 1402409356.0
                      1409570403 540456680d0cee7038de4497 1034078 874186 0 "Rohit Khandelwal" https://www.zomato.com/users/rohit-khandelwal-1034078 "Service is poor, management is so rude. They are so rigid in playing music also,  seems challenging for them, they directly  say no, we cant change the song... any ways lot better options than this place in hauz khas place." 304296 "2014-06-09 21:13:15" 2 Poor https://www.zomato.com/review/lQPBX  1402328595.0
                      1409570403 540456680d0cee7038de4498 85185 868094 33 "Deepanshi Chaudhry" https://www.zomato.com/users/deepanshi-chaudhry-85185 "The best thing about this place is the unbelievable prices. Its the place to go if you're low on cash and want to party. Its best to book a table because you won't find a seat on weekend nights. The music is good and loud to get you in the mood. The air-conditioning is kind of non existent but who cares when you're getting everything so cheap. We got a ton of French fries for 90 bucks! The service is good. The waiters keep checking in on you. The crowd is your typical 20-25 year olds. Overall I liked the place and would definitely go there again." 304296 "2014-06-08 18:58:28" 12 "Very Good" https://www.zomato.com/review/wavOg 3 1402234108.0
                      1409570403 540456680d0cee7038de4499 2182916 867368 18 "Vishesh Soni" https://www.zomato.com/users/vishesh-soni-2182916 "Such a bad experience last night(07/06/2014) I gave 1000rs note to the bartender for one pint beer cost 150/- he said he don't have change of 1000 .. ok Thn I looked into my wallet for change .. I got it I gave him the change instead of giving 1000rs note back the bartender gave 850rs back..and took 150rs change too.. I told him to give back money he was like wt r u saying blaah blaah .. the thing is not about 150rs .. thing is be loyal to ur customer.. thanks! And guys please carry change !!" 304296 "2014-06-08 17:00:37" 1 Poor https://www.zomato.com/review/MBAlO  1402227037.0
                      1409570403 540456680d0cee7038de449a 25875 851812 6 "Gagan Kundi" https://www.zomato.com/users/gagan-kundi-25875 "The first thing you notice when you enter the place is ceiling with fire alarm,DJ on right and concrete walls.Although the interior is cheap with nothing much done,low lights makes it less noticable.Now,the important stuff...Food was alright,not great,not bad but my honey chilly potatoes was burned a little,nevertheless it was good.Most money was spent on Alcohol and although the prices are low but 20% VAT and 10% Service charges will make your alcohol lot more expensive.So a 250 bucks Tequila shot wil cost you guys around 330 so be aware." 304296 "2014-06-05 13:46:16" 2 Average https://www.zomato.com/review/kkQwN  1401956176.0
                      1409570403 540456680d0cee7038de449b 2682342 847804 1 "GULSHANA KAHLON" https://www.zomato.com/users/gulshana-kahlon-2682342 "best place to go with friends .built on heights between the scenic beauty of hauz khas village,veg food is ok here,it has two seprate part inside and outside,inside you can enjoy really good music and environment. best experinced at night ,go and check out this place really cool and good.Service is ok.There are many better options in the area but prefer going here if want cheap food and drinks." 304296 "2014-06-04 14:29:57" 6 "Very Good" https://www.zomato.com/review/gdoEr 1 1401872397.0
                      1409570403 540456680d0cee7038de449c 413072 846078 30 "Shruti Hazarika" https://www.zomato.com/users/shruti-hazarika-413072 "Cheap drinks. Can pay a visit by the end of the month when you are broke and really want some 2008-10 music. Didn't like the crowd so much." 304296 "2014-06-04 00:04:56" 23 Average https://www.zomato.com/review/BEKGD  1401820496.0
                      1409570403 540456680d0cee7038de449d 871035 838084 18 "Abhinav Bhatia" https://www.zomato.com/users/abhinav-bhatia-871035 "Let me start with my experience if we'll talk about Saturday Nights.Good crowd,definitely,but overcrowded.You won't get a place to place even your foot on the dance floor.Service not at all good.Delivering someone else's order to someone else,haphazard all around.Well,its not their mistake because of the overcrowd.Bad management skills,less staff to handle the customers.It would  be a cliche if i will talk about the food because it was not bad.But it was not too good.Overall,they need to improve the management skills,they should not make their customers wait inside the bar or lounge (whatever it is)  because that makes the place overcrowded.Keep in mind that i'm talking about the night parties.Staff was  already so messed up that they were not able to handle the people around.Especially that chubby fat rude guy (from the staff).My rating would be 3 on 5.Half point extra because place is not bad if you'll visit it at day time.My Bars are well known for their...read more" 304296 "2014-06-02 12:40:07" 1  https://www.zomato.com/review/mOKLy  1401693007.0
                      1409570404 540456680d0cee7038de449e 1310632 832560 5 "Sheetij Sood" https://www.zomato.com/users/sheetij-sood-1310632 "one of the nicest, affordable place to chill drink and dance. we people go there at-least once a week. the dj plays the best and latest mixes of house music. the food although may not be satisfactory. the ambience surely will amaze you. do visit once. the stairs will get you thinking and i find it quite amusing getting up. HIGHER" 304296 "2014-06-01 13:29:22" 2 Excellent https://www.zomato.com/review/wognv 1 1401609562.0
                      1409570404 540456680d0cee7038de449f 64104 829428 74 "Yukti Arora" https://www.zomato.com/yukti "I had heard a lot about MyBar from my friends and this was my first visit to this place. It is conveniently located at the start of the market but the stairs dont give a good feel about the place. With so many doubts in mind I reached to the third floor where the restaurant is located. Though i was not impressed but the ambience is not disappointing. The place is big both indoor and outdoor area. The outdoor area is nicely cooled by the fans and we did not have any trouble sitting outdoors in the scorching sun. What attracts the crowd here is the pocket friendly pricing of alcohol. Its the cheapest you can get in the area. It attracts a lot of college goers and very young crowd also hence. There is nothing which i didnt like about the place except for the fact that they didnt serve sheesha. The service is good. For food i tried creamy pasta in pesto sauce and i got a little shocked seeing the green colour. Nervertheless it was good in taste. You can give this...read more" 304296 "2014-05-31 21:31:56" 31  https://www.zomato.com/review/NgAQe 3 1401552116.0
                      1409570404 540456680d0cee7038de44a0 1698242 826752 11 "Atin Sharma" https://www.zomato.com/Atin "Its a favourite place of some friend, if you like to dance and drink go here menu is so cheap, if you want to have decent food and space for your own don't go there this place is full of people and I like space and fast service that's my personal choice so check what I explained above, good for drink dance bad for food and space" 304296 "2014-05-31 11:17:52" 7 Average https://www.zomato.com/review/lqRYP  1401515272.0
                      1409570404 540456680d0cee7038de44a1 1307255 825766 3 "Salim Mohammad" https://www.zomato.com/users/salim-mohammad-1307255 "Such a nice place to hang out with ur frnd n frendni ???? decent crowd around, u can enjoy music inside I suggest u to sit outside in the evening or raining... Food is very good n beer as well u can find lots of brand there... Rate is in budget u can enjoy in 2k  to 2.5k with 4 people..." 304296 "2014-05-31 00:40:34" 2 Excellent https://www.zomato.com/review/RaNxL  1401477034.0
                      1409570404 540456680d0cee7038de44a2 1454432 819518 29 "Shubham Gangwal" https://www.zomato.com/users/shubham-gangwal-1454432 "Once u enter u wont wanna leave.  They have u with their drinks and an awesome dj. The dim lighting and loud music will make u numb enough to be euphoric. Drinks. I loved them. Mock tails or cocktails, i enjoyed every sip.Now lets talk about food. Dont go if u dont drink. Average food. Good vegetarian food but non-veg is awful.First impression will tell u not to enter the place. Stairs leading to the place r full of filth ,i mean com'on when u go out at a place like hauz khas u expect more." 304296 "2014-05-29 17:08:25" 6 Average https://www.zomato.com/review/lKADk 2 1401363505.0
                      1409570404 540456680d0cee7038de44a3 263743 798546 48 "Vaibhav Sanwaria" https://www.zomato.com/users/vaibhav-sanwaria-263743 "Its a rare combination of good crowd plus cheap booze...the food was good too..However some people have issues with the loudness of music., which I dnt care coz almos every1s dancing by the end of the day...nd they have a dedicated place for that.Check out for Kareoke nights nd specials hereTheir fire shot is eorth a mention. ..the presentation is awesome. .3-4 can share it..!" 304296 "2014-05-25 10:22:01" 12 "Very Good" https://www.zomato.com/review/kBNzQ 2 1400993521.0
                      1409570404 540456680d0cee7038de44a4 1218212 797446 15 "Abhishek .." https://www.zomato.com/users/abhishek-1218212 "Good food ..economical drinks..outsyd seatin iz good..nyc place to hangouts wid frnz..." 304296 "2014-05-25 00:08:21" 5 Good https://www.zomato.com/review/kBvdN 1 1400956701.0
                      1409570404 540456680d0cee7038de44a5 1439737 789016 17 "Himadri Nandan Mishra" https://www.zomato.com/users/himadri-nandan-mishra-1439737 "Reading other reviews on Zomato I decided to get a table booked beforehand. On reaching the place I was told that I had no reservations! (This is after I had twice confirmed my reservation over the phone). The manager (Javed) was a rude fellow and when questioned regarding the reservation started upping his tempo. I initially felt the urge to walk out but then thought of giving the place another chance. We were made to wait for 15 minutes and then offered a table.I ordered some pints and they took 15 minutes to deliver! A peg of JD also took the same time to arrive! The food, a vegetarian platter and paneer tikka were okiesh. Nothing extraordinary. The washroom was a sad state of affairs as well. Totally unkempt. They didn't even have paper towels.All of this was during lunch time and the music (or should I call it 'sound') being played was completely unwelcome and loud. The place is light on your pocket but the quality they offer is served with the 'chalta...read more" 304296 "2014-05-23 09:59:34" 4  https://www.zomato.com/review/mkRyX  1400819374.0
                      1409570404 540456680d0cee7038de44a6 1575124 782118 27 "Harsha Sharma" https://www.zomato.com/users/harsha-sharma-1575124 "Ambience is gud..... no doubt a place u can hangout wid.... just somtyms ur food is not available which is very annoying... awesom decor..... taste also gud.....Can try if not got any option.... n for non veg livers must go..." 304296 "2014-05-21 15:27:27" 4 Good https://www.zomato.com/review/laOak 1 1400666247.0
