eatery_adddress eatery_cost eatery_cuisine eatery_id eatery_name eatery_F_M_Station  eatery_S_M_Station  eatery_highlights eatery_buffet_price eatery_buffet_details eatery_photos eatery_should_order eatery_popular_reviews eatery_trending eatery_opening_hours eatery_coordinates eatery_rating  eatery_wishlists eatery_title eatery_url converted_epoch eatery_id review_likes review_summary review_text review_time review_url scraped_epoch user_followers user_id user_name user_reviews user_url
     distance name distance name          rating votes              
 Costfor2:Rs.4000 "Finger Food, North Indian, Turkish, American" 304655 "Club Pangaea - The Ashok" "2.2 km" "Race Course Metro Station" "3.8 km" "Udyog Bhawan Metro Station" "[u'No Home Delivery', u'Dine-In Available', u'Serves Non Veg', u'Serves Alcohol', u'Air Conditioned', u'Nightclub', u'Lounge']"   True  24 "[u'Hot Clubspots']" "9 PM to 4 AM (Wed-Sat), Mon, Tue &amp; Sun Closed" 28.5969760000,77.1957960000 3.8 "363 votes" "Very Good" 482 https://www.zomato.com/ncr/club-pangaea-ashok-chanakyapuri-delhi  304655
                      1409641678 54056cd40d0cee4a2cfd0ce9 3057802 2583791 16 "Samarth Verma" https://www.zomato.com/feverhotsam  304655 "2014-08-24 14:06:55" 12 Legendary https://www.zomato.com/review/XBryeZ 1 1408869415.0
                      1409641679 54056cd60d0cee4a2cfd0cf4 996247 981269 15 "Neelesh Kumar" https://www.zomato.com/users/neelesh-kumar-996247 Good 304655 "2014-07-05 01:31:12" 1 Legendary https://www.zomato.com/review/rqYXg  1404504072.0
                      1409641680 54056cd60d0cee4a2cfd0cf5 1214595 978639 26 "Ambrosia Shines" https://www.zomato.com/users/ambrosia-shines-1214595 "Much hyped up!! Crowd is more of college going or that of uncles!! Food is avg!! One time go as the interiors r different !!" 304655 "2014-07-04 00:32:59" 7 Good https://www.zomato.com/review/eMZrx  1404414179.0
                      1409641680 54056cd60d0cee4a2cfd0cf6 2739422 975484 8 "Shivansh Pandey" https://www.zomato.com/users/shivansh-pandey-2739422 "The confirmation sms sent over to us by somebody from Pangea mentioned ""proper dress code"" (thats it !) , when we reached the club we were informed we could not enter the club in any form of  sport footwear. Surprisingly the guy at the gate did let a few other people in citing canvas styled shoes from woodland were allowed (!) . When I pointed this out , the security guy was quick to let me  know that 'they reserve the right to admission'.Although I have not set foot inside the club ever , but the way there staff treats people I would not recommend  this club to anybody ." 304655 "2014-07-02 17:32:46" 1 Poor https://www.zomato.com/review/maela  1404302566.0
                      1409641680 54056cd60d0cee4a2cfd0cf7 2984150 955090 4 "Swati Panwar" https://www.zomato.com/users/swati-panwar-2984150 "Awesome place to party, great ambiance &amp; crowed!" 304655 "2014-06-26 21:08:41" 1 "Very Good" https://www.zomato.com/review/xbkew  1403797121.0
                      1409641680 54056cd60d0cee4a2cfd0cf8 2934534 934218 30 "Kavita Bakshi" https://www.zomato.com/users/kavita-bakshi-2934534 "it is the place everyone was talking about and the place everyone wanted to go to. I on the other hand am a chronic party person so I don't really think that much and just go find a place to party and enjoy myself.The waiters and bar tenders are trained to be very courteous and very fast. When we order drinks or repeat drinks they come almost immediately. The best part is the atmosphere it is really relaxed and it is one of the most chilled out night clubs with decent music you will find in Delhi.should just try to tone it down a littl" 304655 "2014-06-22 17:42:26" 25 "Very Good" https://www.zomato.com/review/lvmwr  1403439146.0
                      1409641680 54056cd60d0cee4a2cfd0cf9 2930794 932928 1 "Bms Tig" https://www.zomato.com/users/bms-tig-2930794 "Club Pangaea happens to be one of the worst clubs when it comes to the behavior and dialect of the employees at the entrance. They are extremely rude and biased towards certain people as noticed by me during my visit last weekend. Having visited clubs in almost all major cities in India, I feel club Pangaea is certainly over rated and the concerned authorities should keep a check on their employees. The service quality at the entrance is very poor and i was shocked to see that the entry fees vary from person to person since the employees at the gate are busy pleasing their biases. I wonder what the entry rules are (if any). Also i would like to know how much the entry fees is (since it varies from person to person). Extremely unprofessional and biased policies make this club a must-not-visit. I would recommend people to visit other clubs in the city who understand how to behave with guests. I hope the authorities do something regarding this." 304655 "2014-06-22 13:39:00" 1 Poor https://www.zomato.com/review/NLyqZ 2 1403424540.0
                      1409641680 54056cd70d0cee4a2cfd0cfa 2917448 932814 1 Deepa https://www.zomato.com/users/deepa-2917448 "Went there on14th june.. Loved almost evrything about it.. Except they had some problem that night.. They weren't able to play the music after 1.. That was disappointing.. Yess we were dancing on the tables behind our seats but others were joining us too Bt later even that was taken care of.. U guys know how to make your customers happy" 304655 "2014-06-22 13:12:17" 2 Good https://www.zomato.com/review/ODvXv  1403422937.0
                      1409641680 54056cd70d0cee4a2cfd0cfb 13979 932372 77 "Parmeet Singh Chadha" https://www.zomato.com/users/parmeet-singh-chadha-13979 "Nice place but too expensive.Obly for for russian models....." 304655 "2014-06-22 11:38:00" 66 Good https://www.zomato.com/review/gvGRG  1403417280.0
                      1409641680 54056cd70d0cee4a2cfd0cfc 1090567 931954 908 P.K. https://www.zomato.com/peeyooshkaushik "When Club Pangaea opened it was the place everyone was talking about and the place everyone wanted to go to. I on the other hand am a chronic party person so I don't really think that much and just go find a place to party and enjoy myself. One thing that does stand out at Club Pangaea at The Ashok is surely the hospitality.The waiters and bar tenders are trained to be very courteous and very fast. When we order drinks or repeat drinks they come almost immediately. The best part is the atmosphere it is really relaxed and it is one of the most chilled out night clubs with decent music you will find in Delhi.I like it very much and after find myself with a large group of friends at Club Pangaea in Delhi. The one downside is that there is a lot of security and it can be a slightly disrupting feature but I guess that is important in a way so I am willing to overlook that, they should just try to tone it down a little.http://peeyooshkaushikphotography.blogspot.in/" 304655 "2014-06-22 09:55:32" 155 Good https://www.zomato.com/review/LlXKD 1 1403411132.0
                      1409641680 54056cd70d0cee4a2cfd0cfd 1216524 930116 118 "Snigdha Chowdhary" https://www.zomato.com/snigdhachowdhary "Pangea on a Friday night is the perfect place for a non-Bollywood music lover like me. Drinking inside the club is quite expensive! Munchies are fairly priced and taste good!" 304655 "2014-06-21 21:57:11" 85 "Very Good" https://www.zomato.com/review/mpQkX  1403368031.0
                      1409641680 54056cd70d0cee4a2cfd0cfe 2304408 921602 0 "Varun Singh" https://www.zomato.com/users/varun-singh-2304408 "Pathetic place...the dj plays the same song over n over again...locked out of heaven 3 times in a row...pathetic DJ...waste of money space n time...pathetic!!!" 304655 "2014-06-20 00:27:22" 1 Poor https://www.zomato.com/review/GqpMy  1403204242.0
                      1409641680 54056cd70d0cee4a2cfd0cff 1795629 912408 24 Manpreetkaur https://www.zomato.com/users/manpreetkaur-1795629 "If you wait for Saturday nights then Pangea is a place that you would like to dance and enjoy with nice crowd.security is really tight here and attentive also..interiors are new, fresh and beautiful, unlike other clubs.Food is just okay, nothing very unique or out of the box . Bar tenders are attentive and very quick, makes nice drinks too...place was crowded but yes with decent people..I guess music and DJ needs to upgrade.It's better to go in a group and dance all night to forget all worries of life!!!Cheers!!!" 304655 "2014-06-18 00:55:39" 26 Excellent https://www.zomato.com/review/adkly 1 1403033139.0
                      1409641680 54056cd70d0cee4a2cfd0d00 880645 906608 36 "Akshay Chauhan" https://www.zomato.com/users/akshay-chauhan-880645 "Best Club in Delhi by far." 304655 "2014-06-16 20:30:04" 7 Legendary https://www.zomato.com/review/adAgE  1402930804.0
                      1409641680 54056cd70d0cee4a2cfd0d01 124891 892500 27 "Sunakshi Aggarwal" https://www.zomato.com/users/sunakshi-aggarwal-124891 "Had a great time at Pangea again after long. They had amazing music and food. The best part is that this is the only club that allows you to climb up on the panels behind the sofas and dance as much as you like (something other clubs should learn). Also the bartenders were super quick in giving drinks.However, the lady at the entrance was checking me and she opens my purse and removes a candy without my permission and walks away. That was really rude and unwillingly I had to give it off to her until the manager stepped up and apologised for her behaviour and said they do not allow any eatables. It was a shame to the club. They really need to teach their staff the rules of not removing anything from someone's purse without their permission." 304655 "2014-06-14 02:07:53" 34 Average https://www.zomato.com/review/MBpAm 1 1402691873.0
                      1409641680 54056cd70d0cee4a2cfd0d02 106062 880190 179 "Bronica Saini" https://www.zomato.com/users/bronica-saini-106062 "I went to this place on Saturday night... place was overcrowded. . Although crowd was not at all cheap... super nice crowd.... I fell in love with the interior of this place... super sexy decor... drinks were quiet nice... food was average... I particularly had some pepper and corn cheese dish which was okay okay.... And the big disappointment is dj... dj is terrible there...." 304655 "2014-06-11 10:53:20" 68 Average https://www.zomato.com/review/xdQQz 2 1402464200.0
                      1409641680 54056cd80d0cee4a2cfd0d03 1995402 850610 16 "Aditi Das" https://www.zomato.com/users/aditi-das-1995402 "It is indeed the rich man""s club...its not for everyone,as they say and it works well for me...the club maintains the crowds profile which is a very rare sight these days in the other night clubs of Delhi...I absolutely disagree on the comments made on the staff in the earlier reviews...i feel the staff is amazingly friendly,well behaved and extremely vigilant...Pangaea is a rage in Delhi these days...they have a lot of international artists performing every now and then..would suggest one and all to be a part of this mayhem..." 304655 "2014-06-05 02:43:55" 1 Legendary https://www.zomato.com/review/BEEmQ 1 1401916435.0
                      1409641680 54056cd80d0cee4a2cfd0d04 530567 837962 16 "Lovedeep Kapoor" https://www.zomato.com/users/lovedeep-kapoor-530567 "A good place to be on a saturday night .. Decor is amazing .. DJ Is also goodStays Open till 4-5 am :DLove their CO2 Gun :)) ..Pricey ^^Crowd was also good but you always find some jerks in any club ..Overall a good place to hang out with a group  (Y)" 304655 "2014-06-02 12:14:39" 12 "Very Good" https://www.zomato.com/review/Nglwe  1401691479.0
                      1409641680 54056cd80d0cee4a2cfd0d05 2465494 837160 14 "Vaibhav Kohli" https://www.zomato.com/users/vaibhav-kohli-2465494 "Awesome place...must visit..ambience is good..quality music..in my opinion it isone of the best club in delhi...crowd is good..an ideal club to visit..dont miss it" 304655 "2014-06-02 07:03:43" 1 Excellent https://www.zomato.com/review/wokgR  1401672823.0
                      1409641680 54056cd80d0cee4a2cfd0d06 405808 806726 46 "Shaurya Deep" https://www.zomato.com/FoodPorn123 "One of the most beautiful and upscale clubs located at Ashoka hotel. Literally it's the heart beat of the delhi party scene. Went there with cousins on the first ever bollywood night at Club Pangea. The place had a majestic colonial and uber modern mix decor.the wooden floors , the beautiful Renaissance paintings and wall to wall purple checkered cushion walls enhanced the beauty of the place. The Victorian glass chandeliers and beautiful red wall lights were adding to the magnanimity of the place.The sound system was out of the world and had the constant thump. The music was flawless the perfect blend of commercial and bollywood kept the night going on and on.Prices as expected were high for drinks. A pint of kingfisher ultra for Rs 500. I might suggest pre drinking before coming to the club but still the place had its vibe I still ended up spending a bomb on drinks :)But you won't be disappointed by the place at all and it should be visited. Can't wait to go again!!!" 304655 "2014-05-26 19:47:43" 14 Legendary https://www.zomato.com/review/wGqYK  1401113863.0
                      1409641680 54056cd80d0cee4a2cfd0d07 307840 785466 81 "Kanwar Anand" https://www.zomato.com/spacey "Decor? Full score. Amazing paintings. Bathrooms are decent. Place is massive.Parking? Great, no complaints.Crowd? I went with a party so I found it good but I need to go againService? Unfriendly, the men look grim, serious and like they're doing you a favor, i almost snappedDrinks? Oh they are good and know how to make itCost? I went with a party so I didn't have to pay. To all young men, always tip the bartender as soon as you enter, that way they ensure full attentionFood? 4/5DJ? He's average but was sometimes terrible.Will I go here again? Yes but I'll be cautious for I cannot stand unfriendly service.Will it be expensive? Wait for my editing this review so I can let ya know but it does seem very expensive.Bye now" 304655 "2014-05-22 12:01:50" 74 Good https://www.zomato.com/review/RXRdY  1400740310.0
                      1409641680 54056cd80d0cee4a2cfd0d08 312469 772042 161 "Sahil Mittal" https://www.zomato.com/Healthyeater "Decent place to party with your friends , went on a saturday night , the club was flooded with people , but the gentry was pretty amazing !Too expensive liquor !" 304655 "2014-05-19 01:26:26" 120 Average https://www.zomato.com/review/aXGmP  1400442986.0
                      1409641680 54056cd80d0cee4a2cfd0d09 359606 727394 246 "Aakriti Singh" https://www.zomato.com/aakritisingh "We went to pangea on a saturday night !!Most of the clubs are flooded with people on a saturday night ! Bt it was not so over here !! The place is not that big either ! The only thing i liked about this club was their interiors and  the fact that the crowd was not cheap !! The club has kept a high security for the people !! The security kept checking on highly drunk guys !! I was a little disappointed with the music ... It was nice but The music was not as good as it should be ! The interiors were good ... They had a very reddish black feel to the club ... ! In all a very okay experience , wont say had an amazing time !! The quality can be improved !!" 304655 "2014-05-09 22:34:44" 74 Average https://www.zomato.com/review/wdqnO 2 1399655084.0
                      1409641680 54056cd80d0cee4a2cfd0d0a 1430000 699268 41 "Akshat Gupta" https://www.zomato.com/akshat1296 "Over rated." 304655 "2014-05-03 23:06:21" 5 Average https://www.zomato.com/review/MeKqp  1399138581.0
                      1409641680 54056cd90d0cee4a2cfd0d0b 53270 691818 69 "Sambhav Jain" https://www.zomato.com/users/sambhav-jain-53270 "Good music and a separate smoking lounge, Very strict on guest list names though." 304655 "2014-05-02 13:56:56" 6 Good https://www.zomato.com/review/lGKeK  1399019216.0
                      1409641680 54056cd90d0cee4a2cfd0d0c 135527 649648 174 "I Heart Food" https://www.zomato.com/adityakapoor "I have no complaint whatsoever with the service, interiors or prices that they charge. After all what do I expect when I go to a five hotel to a party place which is as it is famous for being the rich mans club. I don't agree with the people who have written that its very expensive and they got a shock after seeing the bill. However, my problem really is that I don't like discrimination for rights of admission. When I came to the entrance, I met an acquaintance who was standing for half an hour and did not get in. After that I met a friend who was also returning. I was lucky enough to enter and I saw that the club was not packed. It wasn't empty but there was a lot of room. So I want to tell the management to have a heart and treat people with respect because they are coming dressed from home to your club, to spend money on inflated priced drinks and you cant turn them down.In essence, the service was great. No complaints here, except the fact that the guy...read more" 304655 "2014-04-24 01:36:39" 67  https://www.zomato.com/review/OQZwl 5 1398283599.0
                      1409641680 54056cd90d0cee4a2cfd0d0d 374825 609330 122 "Saurabh Alreja" https://www.zomato.com/saurabhalreja "Awesome ambience... this club is huge, can accomodate more than 400 pax., and it was almost full on satday. located at exactly whr fbar used too be. Music was pathetic never expected this. Only trance was played on a satday night. 3.5 only for ambience . Drinks were quite expensive ( 400 for 30ml vodka shot ). They shud improve on music." 304655 "2014-04-16 12:02:03" 71 Good https://www.zomato.com/review/ywznl  1397629923.0
                      1409641680 54056cd90d0cee4a2cfd0d0e 67928 590152 36 "Anand Kaul" https://www.zomato.com/kaulanand "I had heard a lot of this club and finally got to visit it.Would love to say the lights the DJ the music and the smoking room is truly awesome.I have been to a lot of clubs in delhi but off recently this one is truly a winner hands down. A good club is a place that has got good music and a good area too dance, and this one Stands out completely.The drinks and food is also very good though a little too expensive, but thats ok.The best thing about the place is the Disco lights they have and a huge smoking room, else in a lot of clubs they have small suffocating smoking rooms.Ambience: 5/5Food: 4/5Music: 5/5Crowd: 4/5In total: 4.5/5A must visit and would surely visit it again." 304655 "2014-04-13 00:44:37" 25 Excellent https://www.zomato.com/review/lerGn 1 1397330077.0
                      1409641680 54056cd90d0cee4a2cfd0d0f 1688025 579876 443 "Kaveri Aggarwal" https://www.zomato.com/users/kaveri-aggarwal-1688025 "Expensive club , but nicely done up.the place opened up with lots of hype ,though it hasn't really lived up to the expectations but its worth a visit . Crowd is decent .nice place to shake a leg and have drinks with friends . Interiors are good. Music is decent. However you leave the place a bit unsatisfied . Hope the service is better next time i go there . ... .... .... ...." 304655 "2014-04-11 04:13:04" 46 Good https://www.zomato.com/review/azaGR 14 1397169784.0
                      1409641680 54056cd90d0cee4a2cfd0d10 680395 526823 3623 "Nikhil Chawla" https://www.zomato.com/nikhilchawla "The place is colored in red and black with some nice interior works . The ambiance for clubs could not be talked much as low light hide most of the flaws in the interiors . It a small space with no management sitting is a evil which they have made a mess around with . I think Idea for adding to many tables is to book high cover charges . But this lead to less dance area which is essential for a club   . Crowd is decent and drinks are steep as with the cases with most of the night clubs in Delhi . But this is worth your time and moneyhttp://hmmreviews.blogspot.in/" 304655 "2014-03-21 00:56:11" 443 Good https://www.zomato.com/review/Xwwpd 18 1395343571.0
                      1409641680 54056cd90d0cee4a2cfd0d11 62360 494375 135 "The FooFoo" https://www.zomato.com/foofoo "This was the biggest disappointment of 2013 for me. After hearing so much about this new sensation in town we got welcomed with bad service and music. In fact they had advertised that it was going to be a Bollywood night. No such thing. That the place would be open till 3Am. NO SUCH THING.apart from being  ridiculously expensive and having an incompetent staff who cannot uphold promises... They even had the audacity to charge the cover twice on my card.Room for improvement? HELL YEAH.Advice: get mite competent staff who know how to really to guests, deliver on what you promise or advertise, don't take people's money." 304655 "2014-03-03 10:00:52" 53 Average https://www.zomato.com/review/ZDXQG  1393821052.0
                      1409641680 54056cd90d0cee4a2cfd0d12 967694 456674 18 Naman https://www.zomato.com/namansharma "I had some high hopes going here, and now with 3 visits under my belt, I feel the hype.The Club is decent, above par, definitely. The interiors are nicely done, with red and black throwing up a great vibe. The couches are comfy and spacious for small groups and couples. There isn't much space to be honest, and you feel that the central row seating is the culprit. The row seems a forced introduction to cater to the typical Indian seating trend, and robs you of some very amazing dance / chill space. You effectively, if you're dancing in a group, you can't really do that without putting your rear in someone else's face or vice-versa.The drinks are good, and as expected fast. Had a few shots and cocktails, and they were all shot up.The music is good, with the modern electro being the preferred gene. The Dj-ing was good-ish, but you felt that the place could do better.Pricing wise, couple entry for 3K, seemed fair enough.Crowd:As like the rest of Delhi...read more" 304655 "2014-01-31 15:04:34" 17  https://www.zomato.com/review/nAzLq 2 1391160874.0
                      1409641680 54056cd90d0cee4a2cfd0d13 1448321 435434 311 "Narang Puneet" https://www.zomato.com/users/narang-puneet-1448321 "Pangaea ,was there last night at ashok hotel Aaah hot and stunning place i would say , and one should surely go there. Its for the members only,  rocking place with very elite crowd, elite service even, this is what i personally feel. Food is very nice ofcourse its on a higher sight price wise.But thts worth for a place like Pangaea. Simply awesome .Love it really." 304655 "2014-01-12 16:03:08" 96 "Very Good" https://www.zomato.com/review/MXABq 4 1389522788.0
                      1409641680 54056cda0d0cee4a2cfd0d14 268697 410287 3658 Mayank https://www.zomato.com/mayanksinha "Club Pangaea is what everyone had been talking about so I had to check it out to find out what the deal was with this fantastically hyped about place. Club Pangaea is average at best. It is really expensive to get into so if you are planning a visit here make sure you are covered. Club Pangaea has branches in Singapore, London and New York.I have been in London a while and I know it is quite a good club but it seems to me that when any international club comes to India it automatically becomes a big deal.You will see the elite visit the club and you will have a great place to network. The name of the founder is Mr. Ault. He has really interesting and popular club concepts. However, here the club isn't as amazing at I had expected it to be. It is better than the F bar though. The chandelliers stand out. The decor seems a little overwhelming and not in a good way.The alcohol is pricy, obviously. They have the best alcohol. They have decent music. Nothing...read more" 304655 "2013-12-21 23:49:26" 454  https://www.zomato.com/review/bmzKl 24 1387649966.0
                      1409641680 54056cda0d0cee4a2cfd0d15 671187 409212 2585 Srj https://www.zomato.com/srj5 "Is Club Pangaea the big daddy of all the clubs in Delhi as of now?? Not really... but in terms of the covers and the table charges that they have kept then it really is. The club is located at the  5 star 'acc to govt' Hotel Ashok.Pangaea, Worldwide is projected as a club for super rich and so even here stag entry is 2500 pp but if u want a table then u wud have to spend a minimum of 55 grand(completely redeemable against FnB) for a table of 10 which is actually good for just 6-7. 1 lakh for a VIP table(decent for 12-15) which has restricted access &amp; there is also a VVIP(a wild Roman theme setting) section for pvt parties.Ambience/Interiors &amp; Music: The club is quite big and the decor is nice with mix of royal paintings, big Chandelier's all around. The dim red lighting gives it a typical club look.Only EDM and trance music is played here mostly and the guest Dj played some good numbers and later Dj khushi played his set of high octane Electronic music...read more" 304655 "2013-12-20 23:10:26" 334  https://www.zomato.com/review/kNEmQ 10 1387561226.0
                      1409641680 54056cda0d0cee4a2cfd0d16 1401815 406350 0 Anshrocks1912 https://www.zomato.com/users/anshrocks1912-1401815 "Nice but wnever u visit staff is kinda new every time." 304655 "2013-12-18 04:57:49" 1 "Very Good" https://www.zomato.com/review/mKwoq  1387322869.0
                      1409641680 54056cda0d0cee4a2cfd0d17 853869 403372 11 "Prashant M. Nigam" https://www.zomato.com/users/prashant-m-nigam-853869 "A nice place and ambience with nice environment for cosy get togethers and discussion. However there was something missing in terms of that 'happy factor'. Also the staff is a bit high headed which gives you an unwelcome feel. Lighting is also a bit too dim." 304655 "2013-12-15 13:41:06" 13 Average https://www.zomato.com/review/gPqmY  1387095066.0
                      1409641680 54056cda0d0cee4a2cfd0d18 406357 395821 0 "Luv 2 B Urs" https://www.zomato.com/users/luv-2-b-urs-406357 "Went there wid loads of hope. But services are nt at all comparable to F Bar... Food was good but it wud take time to reach ur table as service is quite slow." 304655 "2013-12-07 17:39:21" 2 Poor https://www.zomato.com/review/DwNbl  1386418161.0
                      1409641681 54056cda0d0cee4a2cfd0d19 1390436 395283 27 "Vikas Talreja" https://www.zomato.com/users/vikas-talreja-1390436 "When we have the adrenaline rush the feet deserve to have the space.but it was damn crowded .service was very poor and it took 1 hr for bartender to attend.music stopped at the peak of party.went there during election time and it was a damp show.will give a second chance during weekday..." 304655 "2013-12-07 03:15:24" 25 Average https://www.zomato.com/review/zvzgq  1386366324.0
                      1409641681 54056cda0d0cee4a2cfd0d1a 1204993 311776 218 "Brittany Puller" https://www.zomato.com/brittanypuller "As far as clubs go in Delhi, Club Pangaea is definitely one of the nicer ones.  The atmosphere is spectacular-the lighting and decor is classy, the bar service and cuisine nice as well.  On Saturday nights, this is one of the only late night clubs in Delhi.  Beware though-there won't be as much dancing as at some clubs-this is more for meeting and greeting people.  It's heavy on the pocketbook as well." 304655 "2013-09-16 15:50:43" 109 "Very Good" https://www.zomato.com/review/akBdo  1379326843.0
                      1409641681 54056cdb0d0cee4a2cfd0d1b 511001 293713 285 "Jishu Kaul" https://www.zomato.com/users/jishu-kaul-511001 "Definately heavy on pocket is the first thing that has to be said but ya having said that its definitely a must go club . Members only ensures no unwanted elements and cheap people r there. Classy ambience, warm service and good food . The place is worth it and ensure u to have a wonderful and an amazing night ! Do visit but again I started with it and will also end with it Watch your pocket !" 304655 "2013-08-29 10:00:33" 129 Excellent https://www.zomato.com/review/qMPvl 4 1377750633.0
